State FIPS,County FIPS,County,State,County Name/State Abbreviation,Labor Force,Employed,Unemployed,Unemployment Rate
20,065,Graham County,KS,"Graham County, KS",1230,1176,54,4.4
20,067,Grant County,KS,"Grant County, KS",3792,3656,136,3.6
20,069,Gray County,KS,"Gray County, KS",3426,3348,78,2.3
20,071,Greeley County,KS,"Greeley County, KS",916,897,19,2.1
20,073,Greenwood County,KS,"Greenwood County, KS",3337,3175,162,4.9
20,075,Hamilton County,KS,"Hamilton County, KS",1650,1606,44,2.7
20,077,Harper County,KS,"Harper County, KS",2894,2791,103,3.6
20,079,Harvey County,KS,"Harvey County, KS",17283,16554,729,4.2
20,081,Haskell County,KS,"Haskell County, KS",2315,2255,60,2.6
20,083,Hodgeman County,KS,"Hodgeman County, KS",1034,1007,27,2.6
20,085,Jackson County,KS,"Jackson County, KS",7293,7041,252,3.5
20,087,Jefferson County,KS,"Jefferson County, KS",10262,9864,398,3.9
20,089,Jewell County,KS,"Jewell County, KS",1336,1279,57,4.3
20,091,Johnson County,KS,"Johnson County, KS",329826,319111,10715,3.2
20,093,Kearny County,KS,"Kearny County, KS",2067,2002,65,3.1
20,095,Kingman County,KS,"Kingman County, KS",3544,3388,156,4.4
20,097,Kiowa County,KS,"Kiowa County, KS",1426,1387,39,2.7
20,099,Labette County,KS,"Labette County, KS",10782,10202,580,5.4
20,101,Lane County,KS,"Lane County, KS",814,789,25,3.1
20,103,Leavenworth County,KS,"Leavenworth County, KS",35945,34402,1543,4.3
20,105,Lincoln County,KS,"Lincoln County, KS",1746,1686,60,3.4
20,107,Linn County,KS,"Linn County, KS",4362,4083,279,6.4
20,109,Logan County,KS,"Logan County, KS",1731,1687,44,2.5
20,111,Lyon County,KS,"Lyon County, KS",16897,16206,691,4.1
20,113,McPherson County,KS,"McPherson County, KS",16413,15897,516,3.1
20,115,Marion County,KS,"Marion County, KS",6148,5907,241,3.9
20,117,Marshall County,KS,"Marshall County, KS",5588,5419,169,3.0
20,119,Meade County,KS,"Meade County, KS",2388,2324,64,2.7
20,121,Miami County,KS,"Miami County, KS",17098,16389,709,4.1
20,123,Mitchell County,KS,"Mitchell County, KS",3712,3590,122,3.3
20,125,Montgomery County,KS,"Montgomery County, KS",16070,15088,982,6.1
20,127,Morris County,KS,"Morris County, KS",3065,2947,118,3.8
20,129,Morton County,KS,"Morton County, KS",1350,1298,52,3.9
20,131,Nemaha County,KS,"Nemaha County, KS",5923,5765,158,2.7
20,133,Neosho County,KS,"Neosho County, KS",6083,5648,435,7.2
20,135,Ness County,KS,"Ness County, KS",1429,1380,49,3.4
20,137,Norton County,KS,"Norton County, KS",2885,2815,70,2.4
20,139,Osage County,KS,"Osage County, KS",8094,7738,356,4.4
20,141,Osborne County,KS,"Osborne County, KS",2068,1998,70,3.4
20,143,Ottawa County,KS,"Ottawa County, KS",3177,3057,120,3.8
20,145,Pawnee County,KS,"Pawnee County, KS",3224,3118,106,3.3
20,147,Phillips County,KS,"Phillips County, KS",2870,2780,90,3.1
20,149,Pottawatomie County,KS,"Pottawatomie County, KS",12207,11782,425,3.5
20,151,Pratt County,KS,"Pratt County, KS",5128,4920,208,4.1
20,153,Rawlins County,KS,"Rawlins County, KS",1552,1515,37,2.4
20,155,Reno County,KS,"Reno County, KS",30273,28944,1329,4.4
20,157,Republic County,KS,"Republic County, KS",2555,2485,70,2.7
20,159,Rice County,KS,"Rice County, KS",5329,5117,212,4.0
20,161,Riley County,KS,"Riley County, KS",35046,33861,1185,3.4
20,163,Rooks County,KS,"Rooks County, KS",2681,2555,126,4.7
20,165,Rush County,KS,"Rush County, KS",1740,1671,69,4.0
20,167,Russell County,KS,"Russell County, KS",3589,3439,150,4.2
20,169,Saline County,KS,"Saline County, KS",30249,29124,1125,3.7
20,171,Scott County,KS,"Scott County, KS",2900,2829,71,2.4
20,173,Sedgwick County,KS,"Sedgwick County, KS",248395,236886,11509,4.6
20,175,Seward County,KS,"Seward County, KS",10278,9831,447,4.3
20,177,Shawnee County,KS,"Shawnee County, KS",92101,88415,3686,4.0
20,179,Sheridan County,KS,"Sheridan County, KS",1456,1421,35,2.4
20,181,Sherman County,KS,"Sherman County, KS",2954,2857,97,3.3
20,183,Smith County,KS,"Smith County, KS",2043,1978,65,3.2
20,185,Stafford County,KS,"Stafford County, KS",2104,2027,77,3.7
20,187,Stanton County,KS,"Stanton County, KS",1075,1045,30,2.8
20,189,Stevens County,KS,"Stevens County, KS",2921,2806,115,3.9
20,191,Sumner County,KS,"Sumner County, KS",10981,10517,464,4.2
20,193,Thomas County,KS,"Thomas County, KS",4372,4252,120,2.7
20,195,Trego County,KS,"Trego County, KS",1483,1424,59,4.0
20,197,Wabaunsee County,KS,"Wabaunsee County, KS",3723,3590,133,3.6
20,199,Wallace County,KS,"Wallace County, KS",863,840,23,2.7
20,201,Washington County,KS,"Washington County, KS",3097,2996,101,3.3
20,203,Wichita County,KS,"Wichita County, KS",1211,1183,28,2.3
20,205,Wilson County,KS,"Wilson County, KS",4133,3886,247,6.0
20,207,Woodson County,KS,"Woodson County, KS",1624,1531,93,5.7
20,209,Wyandotte County,KS,"Wyandotte County, KS",76774,72523,4251,5.5
21,001,Adair County,KY,"Adair County, KY",7083,6622,461,6.5
21,003,Allen County,KY,"Allen County, KY",8853,8477,376,4.2
21,005,Anderson County,KY,"Anderson County, KY",11461,11006,455,4.0
21,007,Ballard County,KY,"Ballard County, KY",3641,3320,321,8.8
21,009,Barren County,KY,"Barren County, KY",18859,17985,874,4.6
21,011,Bath County,KY,"Bath County, KY",4758,4412,346,7.3
21,013,Bell County,KY,"Bell County, KY",8654,7869,785,9.1
21,015,Boone County,KY,"Boone County, KY",67283,64755,2528,3.8
21,017,Bourbon County,KY,"Bourbon County, KY",9879,9416,463,4.7
21,019,Boyd County,KY,"Boyd County, KY",18542,17058,1484,8.0
21,021,Boyle County,KY,"Boyle County, KY",12312,11711,601,4.9
21,023,Bracken County,KY,"Bracken County, KY",3831,3604,227,5.9
21,025,Breathitt County,KY,"Breathitt County, KY",3745,3381,364,9.7
21,027,Breckinridge County,KY,"Breckinridge County, KY",7736,7256,480,6.2
21,029,Bullitt County,KY,"Bullitt County, KY",40534,38873,1661,4.1
21,031,Butler County,KY,"Butler County, KY",5161,4884,277,5.4
21,033,Caldwell County,KY,"Caldwell County, KY",5356,5067,289,5.4
21,035,Calloway County,KY,"Calloway County, KY",18694,17860,834,4.5
21,037,Campbell County,KY,"Campbell County, KY",48731,46893,1838,3.8
21,039,Carlisle County,KY,"Carlisle County, KY",2565,2401,164,6.4
21,041,Carroll County,KY,"Carroll County, KY",5183,4930,253,4.9
21,043,Carter County,KY,"Carter County, KY",9934,8899,1035,10.4
21,045,Casey County,KY,"Casey County, KY",6689,6371,318,4.8
21,047,Christian County,KY,"Christian County, KY",24889,23381,1508,6.1
21,049,Clark County,KY,"Clark County, KY",17023,16215,808,4.7
21,051,Clay County,KY,"Clay County, KY",5449,4904,545,10.0
21,053,Clinton County,KY,"Clinton County, KY",3749,3470,279,7.4
21,055,Crittenden County,KY,"Crittenden County, KY",4022,3814,208,5.2
21,057,Cumberland County,KY,"Cumberland County, KY",2890,2728,162,5.6
21,059,Daviess County,KY,"Daviess County, KY",46692,44636,2056,4.4
21,061,Edmonson County,KY,"Edmonson County, KY",4804,4511,293,6.1
21,063,Elliott County,KY,"Elliott County, KY",2096,1858,238,11.4
21,065,Estill County,KY,"Estill County, KY",5241,4936,305,5.8
21,067,Fayette County,KY,"Fayette County, KY",171498,165460,6038,3.5
21,069,Fleming County,KY,"Fleming County, KY",5945,5579,366,6.2
21,071,Floyd County,KY,"Floyd County, KY",11447,10169,1278,11.2
21,073,Franklin County,KY,"Franklin County, KY",24448,23466,982,4.0
21,075,Fulton County,KY,"Fulton County, KY",2066,1925,141,6.8
21,077,Gallatin County,KY,"Gallatin County, KY",3904,3717,187,4.8
21,079,Garrard County,KY,"Garrard County, KY",7527,7165,362,4.8
21,081,Grant County,KY,"Grant County, KY",11350,10806,544,4.8
21,083,Graves County,KY,"Graves County, KY",15305,14366,939,6.1
21,085,Grayson County,KY,"Grayson County, KY",10726,10015,711,6.6
21,087,Green County,KY,"Green County, KY",5002,4780,222,4.4
21,089,Greenup County,KY,"Greenup County, KY",13884,12698,1186,8.5
21,091,Hancock County,KY,"Hancock County, KY",4040,3826,214,5.3
21,093,Hardin County,KY,"Hardin County, KY",47800,45688,2112,4.4
21,095,Harlan County,KY,"Harlan County, KY",6738,5862,876,13.0
21,097,Harrison County,KY,"Harrison County, KY",8494,8099,395,4.7
21,099,Hart County,KY,"Hart County, KY",7903,7534,369,4.7
21,101,Henderson County,KY,"Henderson County, KY",21607,20594,1013,4.7
21,103,Henry County,KY,"Henry County, KY",7927,7606,321,4.0
21,105,Hickman County,KY,"Hickman County, KY",1920,1807,113,5.9
21,107,Hopkins County,KY,"Hopkins County, KY",19637,18530,1107,5.6
21,109,Jackson County,KY,"Jackson County, KY",4166,3841,325,7.8
21,111,Jefferson County,KY,"Jefferson County, KY",386769,369938,16831,4.4
21,113,Jessamine County,KY,"Jessamine County, KY",25667,24677,990,3.9
21,115,Johnson County,KY,"Johnson County, KY",7010,6297,713,10.2
21,117,Kenton County,KY,"Kenton County, KY",84740,81306,3434,4.1
21,119,Knott County,KY,"Knott County, KY",4556,4035,521,11.4
21,121,Knox County,KY,"Knox County, KY",9896,9115,781,7.9
21,123,Larue County,KY,"Larue County, KY",5900,5632,268,4.5
21,125,Laurel County,KY,"Laurel County, KY",23913,22450,1463,6.1
21,127,Lawrence County,KY,"Lawrence County, KY",5039,4496,543,10.8
21,129,Lee County,KY,"Lee County, KY",1897,1714,183,9.6
21,131,Leslie County,KY,"Leslie County, KY",2789,2417,372,13.3
21,133,Letcher County,KY,"Letcher County, KY",6421,5634,787,12.3
21,135,Lewis County,KY,"Lewis County, KY",4742,4281,461,9.7
21,137,Lincoln County,KY,"Lincoln County, KY",9148,8599,549,6.0
21,139,Livingston County,KY,"Livingston County, KY",3687,3425,262,7.1
21,141,Logan County,KY,"Logan County, KY",11735,11225,510,4.3
21,143,Lyon County,KY,"Lyon County, KY",2961,2789,172,5.8
21,145,McCracken County,KY,"McCracken County, KY",29006,27354,1652,5.7
21,147,McCreary County,KY,"McCreary County, KY",4600,4234,366,8.0
21,149,McLean County,KY,"McLean County, KY",4333,4127,206,4.8
21,151,Madison County,KY,"Madison County, KY",45115,43253,1862,4.1
21,153,Magoffin County,KY,"Magoffin County, KY",3139,2525,614,19.6
21,155,Marion County,KY,"Marion County, KY",9402,9010,392,4.2
21,157,Marshall County,KY,"Marshall County, KY",14912,14058,854,5.7
21,159,Martin County,KY,"Martin County, KY",3083,2769,314,10.2
21,161,Mason County,KY,"Mason County, KY",7137,6687,450,6.3
21,163,Meade County,KY,"Meade County, KY",12092,11477,615,5.1
21,165,Menifee County,KY,"Menifee County, KY",2393,2188,205,8.6
21,167,Mercer County,KY,"Mercer County, KY",9891,9418,473,4.8
21,169,Metcalfe County,KY,"Metcalfe County, KY",4120,3934,186,4.5
21,171,Monroe County,KY,"Monroe County, KY",4603,4411,192,4.2
21,173,Montgomery County,KY,"Montgomery County, KY",11854,11101,753,6.4
21,175,Morgan County,KY,"Morgan County, KY",4485,4130,355,7.9
21,177,Muhlenberg County,KY,"Muhlenberg County, KY",11361,10540,821,7.2
21,179,Nelson County,KY,"Nelson County, KY",21706,20731,975,4.5
21,181,Nicholas County,KY,"Nicholas County, KY",3219,3036,183,5.7
21,183,Ohio County,KY,"Ohio County, KY",9524,8894,630,6.6
21,185,Oldham County,KY,"Oldham County, KY",31932,30862,1070,3.4
21,187,Owen County,KY,"Owen County, KY",5490,5257,233,4.2
21,189,Owsley County,KY,"Owsley County, KY",1120,1012,108,9.6
21,191,Pendleton County,KY,"Pendleton County, KY",6851,6526,325,4.7
21,193,Perry County,KY,"Perry County, KY",8549,7634,915,10.7
21,195,Pike County,KY,"Pike County, KY",20225,18052,2173,10.7
21,197,Powell County,KY,"Powell County, KY",4958,4607,351,7.1
21,199,Pulaski County,KY,"Pulaski County, KY",25388,24021,1367,5.4
21,201,Robertson County,KY,"Robertson County, KY",805,756,49,6.1
21,203,Rockcastle County,KY,"Rockcastle County, KY",6683,6280,403,6.0
21,205,Rowan County,KY,"Rowan County, KY",10574,9955,619,5.9
21,207,Russell County,KY,"Russell County, KY",6135,5626,509,8.3
21,209,Scott County,KY,"Scott County, KY",27992,26943,1049,3.7
21,211,Shelby County,KY,"Shelby County, KY",23811,22972,839,3.5
21,213,Simpson County,KY,"Simpson County, KY",8391,8021,370,4.4
21,215,Spencer County,KY,"Spencer County, KY",9656,9294,362,3.7
21,217,Taylor County,KY,"Taylor County, KY",12218,11622,596,4.9
21,219,Todd County,KY,"Todd County, KY",5303,5070,233,4.4
21,221,Trigg County,KY,"Trigg County, KY",5819,5497,322,5.5
21,223,Trimble County,KY,"Trimble County, KY",3869,3663,206,5.3
21,225,Union County,KY,"Union County, KY",6163,5749,414,6.7
21,227,Warren County,KY,"Warren County, KY",61992,59600,2392,3.9
21,229,Washington County,KY,"Washington County, KY",6083,5825,258,4.2
21,231,Wayne County,KY,"Wayne County, KY",7259,6708,551,7.6
21,233,Webster County,KY,"Webster County, KY",5834,5487,347,5.9
21,235,Whitley County,KY,"Whitley County, KY",13349,12480,869,6.5
21,237,Wolfe County,KY,"Wolfe County, KY",1917,1725,192,10.0
21,239,Woodford County,KY,"Woodford County, KY",14762,14294,468,3.2
22,001,Acadia Parish,LA,"Acadia Parish, LA",24540,22724,1816,7.4
22,003,Allen Parish,LA,"Allen Parish, LA",8910,8337,573,6.4
22,005,Ascension Parish,LA,"Ascension Parish, LA",62060,59019,3041,4.9
22,007,Assumption Parish,LA,"Assumption Parish, LA",9218,8443,775,8.4
22,009,Avoyelles Parish,LA,"Avoyelles Parish, LA",15702,14591,1111,7.1
22,011,Beauregard Parish,LA,"Beauregard Parish, LA",15083,14169,914,6.1
22,013,Bienville Parish,LA,"Bienville Parish, LA",5671,5239,432,7.6
22,015,Bossier Parish,LA,"Bossier Parish, LA",57649,54581,3068,5.3
22,017,Caddo Parish,LA,"Caddo Parish, LA",107169,100070,7099,6.6
22,019,Calcasieu Parish,LA,"Calcasieu Parish, LA",103001,98072,4929,4.8
22,021,Caldwell Parish,LA,"Caldwell Parish, LA",3987,3682,305,7.6
22,023,Cameron Parish,LA,"Cameron Parish, LA",3822,3654,168,4.4
22,025,Catahoula Parish,LA,"Catahoula Parish, LA",3428,3109,319,9.3
22,027,Claiborne Parish,LA,"Claiborne Parish, LA",5958,5560,398,6.7
22,029,Concordia Parish,LA,"Concordia Parish, LA",7260,6659,601,8.3
22,031,De Soto Parish,LA,"De Soto Parish, LA",10902,10100,802,7.4
22,033,East Baton Rouge Parish,LA,"East Baton Rouge Parish, LA",232408,220408,12000,5.2
22,035,East Carroll Parish,LA,"East Carroll Parish, LA",2141,1893,248,11.6
22,037,East Feliciana Parish,LA,"East Feliciana Parish, LA",8114,7645,469,5.8
22,039,Evangeline Parish,LA,"Evangeline Parish, LA",12686,11745,941,7.4
22,041,Franklin Parish,LA,"Franklin Parish, LA",7288,6627,661,9.1
22,043,Grant Parish,LA,"Grant Parish, LA",8334,7752,582,7.0
22,045,Iberia Parish,LA,"Iberia Parish, LA",30150,27315,2835,9.4
22,047,Iberville Parish,LA,"Iberville Parish, LA",14126,13157,969,6.9
22,049,Jackson Parish,LA,"Jackson Parish, LA",7092,6696,396,5.6
22,051,Jefferson Parish,LA,"Jefferson Parish, LA",216748,205292,11456,5.3
22,053,Jefferson Davis Parish,LA,"Jefferson Davis Parish, LA",13592,12773,819,6.0
22,055,Lafayette Parish,LA,"Lafayette Parish, LA",114488,107456,7032,6.1
22,057,Lafourche Parish,LA,"Lafourche Parish, LA",43345,40617,2728,6.3
22,059,LaSalle Parish,LA,"LaSalle Parish, LA",6278,5862,416,6.6
22,061,Lincoln Parish,LA,"Lincoln Parish, LA",21490,20153,1337,6.2
22,063,Livingston Parish,LA,"Livingston Parish, LA",68759,65272,3487,5.1
22,065,Madison Parish,LA,"Madison Parish, LA",3840,3495,345,9.0
22,067,Morehouse Parish,LA,"Morehouse Parish, LA",10635,9603,1032,9.7
22,069,Natchitoches Parish,LA,"Natchitoches Parish, LA",16733,15606,1127,6.7
22,071,Orleans Parish,LA,"Orleans Parish, LA",180187,169604,10583,5.9
22,073,Ouachita Parish,LA,"Ouachita Parish, LA",71640,67279,4361,6.1
22,075,Plaquemines Parish,LA,"Plaquemines Parish, LA",10197,9651,546,5.4
22,077,Pointe Coupee Parish,LA,"Pointe Coupee Parish, LA",9972,9325,647,6.5
22,079,Rapides Parish,LA,"Rapides Parish, LA",57346,53805,3541,6.2
22,081,Red River Parish,LA,"Red River Parish, LA",3813,3583,230,6.0
22,083,Richland Parish,LA,"Richland Parish, LA",8455,7827,628,7.4
22,085,Sabine Parish,LA,"Sabine Parish, LA",9150,8516,634,6.9
22,087,St. Bernard Parish,LA,"St. Bernard Parish, LA",19571,18379,1192,6.1
22,089,St. Charles Parish,LA,"St. Charles Parish, LA",25351,24004,1347,5.3
22,091,St. Helena Parish,LA,"St. Helena Parish, LA",4395,4058,337,7.7
22,093,St. James Parish,LA,"St. James Parish, LA",9618,8898,720,7.5
22,095,St. John the Baptist Parish,LA,"St. John the Baptist Parish, LA",20080,18706,1374,6.8
22,097,St. Landry Parish,LA,"St. Landry Parish, LA",32850,30194,2656,8.1
22,099,St. Martin Parish,LA,"St. Martin Parish, LA",22992,21208,1784,7.8
22,101,St. Mary Parish,LA,"St. Mary Parish, LA",21967,19903,2064,9.4
22,103,St. Tammany Parish,LA,"St. Tammany Parish, LA",117626,111775,5851,5.0
22,105,Tangipahoa Parish,LA,"Tangipahoa Parish, LA",54229,50567,3662,6.8
22,107,Tensas Parish,LA,"Tensas Parish, LA",1628,1468,160,9.8
22,109,Terrebonne Parish,LA,"Terrebonne Parish, LA",49011,45592,3419,7.0
22,111,Union Parish,LA,"Union Parish, LA",9254,8647,607,6.6
22,113,Vermilion Parish,LA,"Vermilion Parish, LA",24732,22848,1884,7.6
22,115,Vernon Parish,LA,"Vernon Parish, LA",16949,15720,1229,7.3
22,117,Washington Parish,LA,"Washington Parish, LA",16966,15773,1193,7.0
22,119,Webster Parish,LA,"Webster Parish, LA",15218,13919,1299,8.5
22,121,West Baton Rouge Parish,LA,"West Baton Rouge Parish, LA",13256,12549,707,5.3
22,123,West Carroll Parish,LA,"West Carroll Parish, LA",4108,3617,491,12.0
22,125,West Feliciana Parish,LA,"West Feliciana Parish, LA",5334,5058,276,5.2
22,127,Winn Parish,LA,"Winn Parish, LA",5191,4788,403,7.8
23,001,Androscoggin County,ME,"Androscoggin County, ME",55482,53500,1982,3.6
23,003,Aroostook County,ME,"Aroostook County, ME",31548,29842,1706,5.4
23,005,Cumberland County,ME,"Cumberland County, ME",162396,157678,4718,2.9
23,007,Franklin County,ME,"Franklin County, ME",14483,13838,645,4.5
23,009,Hancock County,ME,"Hancock County, ME",29245,27934,1311,4.5
23,011,Kennebec County,ME,"Kennebec County, ME",62459,60193,2266,3.6
23,013,Knox County,ME,"Knox County, ME",20762,20034,728,3.5
23,015,Lincoln County,ME,"Lincoln County, ME",17057,16429,628,3.7
23,017,Oxford County,ME,"Oxford County, ME",26635,25409,1226,4.6
23,019,Penobscot County,ME,"Penobscot County, ME",77183,73852,3331,4.3
23,021,Piscataquis County,ME,"Piscataquis County, ME",7494,7123,371,5.0
23,023,Sagadahoc County,ME,"Sagadahoc County, ME",19241,18673,568,3.0
23,025,Somerset County,ME,"Somerset County, ME",23544,22225,1319,5.6
23,027,Waldo County,ME,"Waldo County, ME",20914,20041,873,4.2
23,029,Washington County,ME,"Washington County, ME",14042,13268,774,5.5
23,031,York County,ME,"York County, ME",111436,107686,3750,3.4
24,001,Allegany County,MD,"Allegany County, MD",32365,30416,1949,6.0
24,003,Anne Arundel County,MD,"Anne Arundel County, MD",303234,292085,11149,3.7
24,005,Baltimore County,MD,"Baltimore County, MD",444683,424736,19947,4.5
24,009,Calvert County,MD,"Calvert County, MD",48750,46930,1820,3.7
24,011,Caroline County,MD,"Caroline County, MD",17643,16830,813,4.6
24,013,Carroll County,MD,"Carroll County, MD",93015,89753,3262,3.5
24,015,Cecil County,MD,"Cecil County, MD",52564,49912,2652,5.0
24,017,Charles County,MD,"Charles County, MD",83812,80379,3433,4.1
24,019,Dorchester County,MD,"Dorchester County, MD",15863,14911,952,6.0
24,021,Frederick County,MD,"Frederick County, MD",128533,123692,4841,3.8
24,023,Garrett County,MD,"Garrett County, MD",15483,14635,848,5.5
24,025,Harford County,MD,"Harford County, MD",136199,130653,5546,4.1
24,027,Howard County,MD,"Howard County, MD",179120,173421,5699,3.2
24,029,Kent County,MD,"Kent County, MD",10230,9750,480,4.7
24,031,Montgomery County,MD,"Montgomery County, MD",544649,526510,18139,3.3
24,033,Prince George's County,MD,"Prince George's County, MD",499860,478398,21462,4.3
24,035,Queen Anne's County,MD,"Queen Anne's County, MD",26567,25564,1003,3.8
24,037,St. Mary's County,MD,"St. Mary's County, MD",54730,52486,2244,4.1
24,039,Somerset County,MD,"Somerset County, MD",9219,8573,646,7.0
24,041,Talbot County,MD,"Talbot County, MD",19517,18727,790,4.0
24,043,Washington County,MD,"Washington County, MD",75300,71575,3725,4.9
24,045,Wicomico County,MD,"Wicomico County, MD",50359,47331,3028,6.0
24,047,Worcester County,MD,"Worcester County, MD",25158,22900,2258,9.0
24,510,Baltimore city,MD,"Baltimore city, MD",289071,270665,18406,6.4
25,001,Barnstable County,MA,"Barnstable County, MA",111590,105923,5667,5.1
25,003,Berkshire County,MA,"Berkshire County, MA",64390,61386,3004,4.7
25,005,Bristol County,MA,"Bristol County, MA",290517,275727,14790,5.1
25,007,Dukes County,MA,"Dukes County, MA",9360,8860,500,5.3
25,009,Essex County,MA,"Essex County, MA",410481,393544,16937,4.1
25,011,Franklin County,MA,"Franklin County, MA",39537,38103,1434,3.6
25,013,Hampden County,MA,"Hampden County, MA",222268,210181,12087,5.4
25,015,Hampshire County,MA,"Hampshire County, MA",88096,84784,3312,3.8
25,017,Middlesex County,MA,"Middlesex County, MA",873883,845197,28686,3.3
25,019,Nantucket County/town,MA,"Nantucket County/town, MA",7047,6724,323,4.6
25,021,Norfolk County,MA,"Norfolk County, MA",372720,359679,13041,3.5
25,023,Plymouth County,MA,"Plymouth County, MA",270227,258804,11423,4.2
25,025,Suffolk County,MA,"Suffolk County, MA",427405,411723,15682,3.7
25,027,Worcester County,MA,"Worcester County, MA",429979,411693,18286,4.3
26,001,Alcona County,MI,"Alcona County, MI",3839,3543,296,7.7
26,003,Alger County,MI,"Alger County, MI",3274,3002,272,8.3
26,005,Allegan County,MI,"Allegan County, MI",61447,59033,2414,3.9
26,007,Alpena County,MI,"Alpena County, MI",13689,12867,822,6.0
26,009,Antrim County,MI,"Antrim County, MI",10098,9378,720,7.1
26,011,Arenac County,MI,"Arenac County, MI",6140,5627,513,8.4
26,013,Baraga County,MI,"Baraga County, MI",3230,2962,268,8.3
26,015,Barry County,MI,"Barry County, MI",30829,29584,1245,4.0
26,017,Bay County,MI,"Bay County, MI",52039,49168,2871,5.5
26,019,Benzie County,MI,"Benzie County, MI",8864,8276,588,6.6
26,021,Berrien County,MI,"Berrien County, MI",74004,70297,3707,5.0
26,023,Branch County,MI,"Branch County, MI",19157,18224,933,4.9
26,025,Calhoun County,MI,"Calhoun County, MI",64585,61453,3132,4.8
26,027,Cass County,MI,"Cass County, MI",24412,23254,1158,4.7
26,029,Charlevoix County,MI,"Charlevoix County, MI",13093,12362,731,5.6
26,031,Cheboygan County,MI,"Cheboygan County, MI",10851,9821,1030,9.5
26,033,Chippewa County,MI,"Chippewa County, MI",16438,15165,1273,7.7
26,035,Clare County,MI,"Clare County, MI",11991,11106,885,7.4
26,037,Clinton County,MI,"Clinton County, MI",40607,39093,1514,3.7
26,039,Crawford County,MI,"Crawford County, MI",5383,4972,411,7.6
26,041,Delta County,MI,"Delta County, MI",17169,16033,1136,6.6
26,043,Dickinson County,MI,"Dickinson County, MI",12539,11882,657,5.2
26,045,Eaton County,MI,"Eaton County, MI",57051,54670,2381,4.2
26,047,Emmet County,MI,"Emmet County, MI",17649,16489,1160,6.6
26,049,Genesee County,MI,"Genesee County, MI",180586,170150,10436,5.8
26,051,Gladwin County,MI,"Gladwin County, MI",9915,9216,699,7.0
26,053,Gogebic County,MI,"Gogebic County, MI",6354,5961,393,6.2
26,055,Grand Traverse County,MI,"Grand Traverse County, MI",49515,47371,2144,4.3
26,057,Gratiot County,MI,"Gratiot County, MI",18220,17266,954,5.2
26,059,Hillsdale County,MI,"Hillsdale County, MI",21233,20150,1083,5.1
26,061,Houghton County,MI,"Houghton County, MI",16612,15585,1027,6.2
26,063,Huron County,MI,"Huron County, MI",16042,15204,838,5.2
26,065,Ingham County,MI,"Ingham County, MI",149317,142853,6464,4.3
26,067,Ionia County,MI,"Ionia County, MI",29735,28468,1267,4.3
26,069,Iosco County,MI,"Iosco County, MI",10141,9395,746,7.4
26,071,Iron County,MI,"Iron County, MI",5233,4891,342,6.5
26,073,Isabella County,MI,"Isabella County, MI",35448,33768,1680,4.7
26,075,Jackson County,MI,"Jackson County, MI",74612,70963,3649,4.9
26,077,Kalamazoo County,MI,"Kalamazoo County, MI",132365,126947,5418,4.1
26,079,Kalkaska County,MI,"Kalkaska County, MI",7743,7182,561,7.2
26,081,Kent County,MI,"Kent County, MI",351257,338786,12471,3.6
26,083,Keweenaw County,MI,"Keweenaw County, MI",944,862,82,8.7
26,085,Lake County,MI,"Lake County, MI",3764,3479,285,7.6
26,087,Lapeer County,MI,"Lapeer County, MI",40678,38080,2598,6.4
26,089,Leelanau County,MI,"Leelanau County, MI",10603,10083,520,4.9
26,091,Lenawee County,MI,"Lenawee County, MI",47487,45278,2209,4.7
26,093,Livingston County,MI,"Livingston County, MI",99935,95886,4049,4.1
26,095,Luce County,MI,"Luce County, MI",2409,2245,164,6.8
26,097,Mackinac County,MI,"Mackinac County, MI",5208,4689,519,10.0
26,099,Macomb County,MI,"Macomb County, MI",435441,412956,22485,5.2
26,101,Manistee County,MI,"Manistee County, MI",10565,9866,699,6.6
26,103,Marquette County,MI,"Marquette County, MI",33412,31489,1923,5.8
26,105,Mason County,MI,"Mason County, MI",14316,13476,840,5.9
26,107,Mecosta County,MI,"Mecosta County, MI",19160,18071,1089,5.7
26,109,Menominee County,MI,"Menominee County, MI",11281,10693,588,5.2
26,111,Midland County,MI,"Midland County, MI",41136,39179,1957,4.8
26,113,Missaukee County,MI,"Missaukee County, MI",7045,6622,423,6.0
26,115,Monroe County,MI,"Monroe County, MI",76614,73276,3338,4.4
26,117,Montcalm County,MI,"Montcalm County, MI",28000,26501,1499,5.4
26,119,Montmorency County,MI,"Montmorency County, MI",3069,2755,314,10.2
26,121,Muskegon County,MI,"Muskegon County, MI",77659,73383,4276,5.5
26,123,Newaygo County,MI,"Newaygo County, MI",23394,22239,1155,4.9
26,125,Oakland County,MI,"Oakland County, MI",652450,625608,26842,4.1
26,127,Oceana County,MI,"Oceana County, MI",12360,11446,914,7.4
26,129,Ogemaw County,MI,"Ogemaw County, MI",8262,7612,650,7.9
26,131,Ontonagon County,MI,"Ontonagon County, MI",2209,2019,190,8.6
26,133,Osceola County,MI,"Osceola County, MI",10462,9859,603,5.8
26,135,Oscoda County,MI,"Oscoda County, MI",2915,2700,215,7.4
26,137,Otsego County,MI,"Otsego County, MI",11721,11017,704,6.0
26,139,Ottawa County,MI,"Ottawa County, MI",155788,150491,5297,3.4
26,141,Presque Isle County,MI,"Presque Isle County, MI",5304,4792,512,9.7
